Code, Routine, Start Time, Stop Time, Description
BT18, brushing, 2018-10-27T15:09:17+00:00, 2018-10-27T15:25:50+00:00, Have started current routine or no current routine,
BT19, brushing, 2018-10-27T15:25:51+00:00, 2018-10-27T15:29:02+00:00, Mark lozenge percent,
BT13, brushing, 2018-10-27T15:29:04+00:00, 2018-10-27T15:42:00+00:00, Address 1 responsibility; at least communicate with other parties involved,
BT15, brushing, 2018-10-27T15:42:06+00:00, 2018-10-27T15:46:46+00:00, N2 scheduling etc work: 2 min,
BT20, brushing, 2018-10-27T15:46:48+00:00, 2018-10-27T15:51:52+00:00, Brush,
BT25, brushing, 2018-10-27T15:51:55+00:00, 2018-10-27T15:57:47+00:00, Review list and concept of present concerns (include ref to old concerns),
BT30, brushing, 2018-10-27T15:57:50+00:00, 2018-10-27T15:57:51+00:00, Verify Toothpaste / Flossing / Fluoride attempt correct,
BT31, brushing, 2018-10-27T15:57:53+00:00, 2018-10-27T15:58:43+00:00, Verify lozenge percent correct, UNFINISHED
BT32, brushing, 2018-10-27T15:58:45+00:00, 2018-10-27T15:58:46+00:00, Verify did not lose track of items while brushing, UNFINISHED
BT33, brushing, 2018-10-27T15:58:48+00:00, 2018-10-27T15:58:48+00:00, Verify correctly evaluated routine,
BT50, brushing, 2018-10-27T15:58:50+00:00, 2018-10-27T16:00:32+00:00, Box put away,
BT60, brushing, 2018-10-27T16:00:35+00:00, 2018-10-27T16:16:49+00:00, Sensory awareness,
BT70, brushing, 2018-10-27T16:16:51+00:00, 2018-10-27T16:31:09+00:00, NVC Practice,
BT80, brushing, 2018-10-27T16:31:11+00:00, 2018-10-27T16:33:30+00:00, Accomplishment Log,
BT90, brushing, 2018-10-27T17:04:11+00:00, 2018-10-27T18:05:59+00:00, Task (1 hr), UNFINISHED
BT-5, brushing, 2018-10-27T18:58:46+00:00, 2018-10-27T18:58:47+00:00, Verify finished last run of routine,
BT00, brushing, 2018-10-27T18:58:49+00:00, 2018-10-27T19:14:04+00:00, Information task: 1 min,
BT10, brushing, 2018-10-27T19:14:06+00:00, 2018-10-27T19:21:51+00:00, Toothpaste / Flossing / Fluoride attempt correct,
BT11, brushing, 2018-10-27T19:21:55+00:00, 2018-10-27T19:22:48+00:00, Lozenge measured before cut or started with it cut,
BT40, brushing, 2018-10-27T19:22:49+00:00, 2018-10-27T19:23:11+00:00, Eye lubricant,
BT17, brushing, 2018-10-27T19:23:19+00:00, 2018-10-27T19:26:35+00:00, Data transfer re: airgapped phone: 1 min,
BT18, brushing, 2018-10-27T19:26:38+00:00, 2018-10-27T19:26:39+00:00, Have started current routine or no current routine,
BT19, brushing, 2018-10-27T19:26:41+00:00, 2018-10-27T19:28:48+00:00, Mark lozenge percent,
BT13, brushing, 2018-10-27T19:28:50+00:00, 2018-10-27T19:40:38+00:00, Address 1 responsibility; at least communicate with other parties involved,
BT15, brushing, 2018-10-27T19:40:41+00:00, 2018-10-27T19:44:06+00:00, N2 scheduling etc work: 2 min,
BT20, brushing, 2018-10-27T19:44:09+00:00, 2018-10-27T19:49:09+00:00, Brush,
BT25, brushing, 2018-10-27T19:55:19+00:00, 2018-10-27T19:55:22+00:00, Review list and concept of present concerns (include ref to old concerns),
BT30, brushing, 2018-10-27T19:55:25+00:00, 2018-10-27T19:55:28+00:00, Verify Toothpaste / Flossing / Fluoride attempt correct,
BT31, brushing, 2018-10-27T19:55:30+00:00, 2018-10-27T19:56:14+00:00, Verify lozenge percent correct,
BT32, brushing, 2018-10-27T19:57:20+00:00, 2018-10-27T19:57:41+00:00, Verify did not lose track of items while brushing,
BT33, brushing, 2018-10-27T19:58:26+00:00, 2018-10-27T19:58:27+00:00, Verify correctly evaluated routine,
BT50, brushing, 2018-10-27T19:58:28+00:00, 2018-10-27T19:59:40+00:00, Box put away,
BT60, brushing, 2018-10-27T19:59:42+00:00, 2018-10-27T20:17:19+00:00, Sensory awareness,
BT70, brushing, 2018-10-27T20:17:20+00:00, 2018-10-27T20:27:09+00:00, NVC Practice,
BT80, brushing, 2018-10-27T20:30:26+00:00, 2018-10-27T20:31:14+00:00, Accomplishment Log,
BT90, brushing, 2018-10-27T20:31:20+00:00, 2018-10-27T20:59:43+00:00, Task (1 hr),
BT-5, brushing, 2018-10-27T20:59:48+00:00, 2018-10-27T20:59:49+00:00, Verify finished last run of routine, UNFINISHED
BT00, brushing, 2018-10-27T20:59:52+00:00, 2018-10-27T21:03:58+00:00, Information task: 1 min,
BT10, brushing, 2018-10-27T21:03:59+00:00, 2018-10-27T21:05:09+00:00, Toothpaste / Flossing / Fluoride attempt correct,
BT11, brushing, 2018-10-27T21:05:11+00:00, 2018-10-27T21:06:20+00:00, Lozenge measured before cut or started with it cut,
BT40, brushing, 2018-10-27T21:06:21+00:00, 2018-10-27T21:06:47+00:00, Eye lubricant,
BT17, brushing, 2018-10-27T21:06:53+00:00, 2018-10-27T21:12:24+00:00, Data transfer re: airgapped phone: 1 min,
BT18, brushing, 2018-10-27T21:12:26+00:00, 2018-10-27T21:12:26+00:00, Have started current routine or no current routine,
BT19, brushing, 2018-10-27T21:12:28+00:00, 2018-10-27T21:15:15+00:00, Measure and dose lozenge percent,
BT13, brushing, 2018-10-27T21:15:19+00:00, 2018-10-27T21:38:07+00:00, Address 1 responsibility; at least communicate with other parties involved,
BT15, brushing, 2018-10-27T21:38:13+00:00, 2018-10-27T21:42:38+00:00, N2 scheduling etc work: 2 min,
BT19B, brushing, 2018-10-27T21:42:41+00:00, 2018-10-27T21:43:17+00:00, Finalize lozenge percent,
BT20, brushing, 2018-10-27T21:43:19+00:00, 2018-10-27T21:46:23+00:00, Brush Teeth,
BT25, brushing, 2018-10-27T21:46:25+00:00, 2018-10-27T21:51:42+00:00, Review list and concept of present concerns (include ref to old concerns),
BT30, brushing, 2018-10-27T21:51:48+00:00, 2018-10-27T21:51:49+00:00, Verify Toothpaste / Flossing / Fluoride attempt correct,
BT31, brushing, 2018-10-27T21:51:51+00:00, 2018-10-27T21:51:53+00:00, Verify lozenge percent correct, UNFINISHED
BT32, brushing, 2018-10-27T21:51:55+00:00, 2018-10-27T21:51:56+00:00, Verify did not lose track of items while brushing,
BT33, brushing, 2018-10-27T21:51:59+00:00, 2018-10-27T21:52:00+00:00, Verify correctly evaluated routine,
BT50, brushing, 2018-10-27T21:52:02+00:00, 2018-10-27T21:59:03+00:00, Box put away,
BT60, brushing, 2018-10-27T21:59:10+00:00, 2018-10-27T22:17:39+00:00, Sensory awareness,
BT70, brushing, 2018-10-27T22:17:44+00:00, 2018-10-27T22:29:39+00:00, NVC Practice,
BT80, brushing, 2018-10-27T22:29:43+00:00, 2018-10-27T22:29:44+00:00, Accomplishment Log,
BT90, brushing, 2018-10-27T22:29:45+00:00, 2018-10-27T23:20:01+00:00, Task (1 hr), UNFINISHED
BT-5, brushing, 2018-10-27T23:20:09+00:00, 2018-10-27T23:20:10+00:00, Verify finished last run of routine, UNFINISHED
BT00, brushing, 2018-10-27T23:20:55+00:00, 2018-10-27T23:22:18+00:00, Information task: 1 min,
BT10, brushing, 2018-10-27T23:22:20+00:00, 2018-10-27T23:32:00+00:00, Toothpaste / Flossing / Fluoride attempt correct,
BT11, brushing, 2018-10-27T23:32:04+00:00, 2018-10-27T23:33:35+00:00, Lozenge measured before cut or started with it cut,
BT40, brushing, 2018-10-27T23:33:37+00:00, 2018-10-27T23:34:11+00:00, Eye lubricant,
BT17, brushing, 2018-10-27T23:34:14+00:00, 2018-10-27T23:37:18+00:00, Data transfer re: airgapped phone: 1 min,
BT18, brushing, 2018-10-27T23:37:21+00:00, 2018-10-27T23:38:48+00:00, Have started current routine or no current routine,
BT19, brushing, 2018-10-27T23:38:51+00:00, 2018-10-27T23:44:22+00:00, Measure and dose lozenge percent,
BT13, brushing, 2018-10-27T23:44:28+00:00, 2018-10-27T23:50:16+00:00, Address 1 responsibility; at least communicate with other parties involved (or 2 min EEG if Aux),
BT15, brushing, 2018-10-27T23:50:21+00:00, 2018-10-27T23:58:15+00:00, N2 scheduling etc work: 2 min,
BT19B, brushing, 2018-10-27T23:58:17+00:00, 2018-10-28T01:55:02+00:00, Finalize lozenge percent, UNFINISHED
BT20, brushing, , 2018-10-28T01:55:04+00:00, Brush Teeth, finished earlier
BT25, brushing, 2018-10-28T01:55:59+00:00, 2018-10-28T02:08:18+00:00, Review list and concept of present concerns (include ref to old concerns),
BT30, brushing, 2018-10-28T02:08:31+00:00, 2018-10-28T02:08:31+00:00, Verify Toothpaste / Flossing / Fluoride attempt correct,
BT31, brushing, 2018-10-28T02:08:34+00:00, 2018-10-28T02:08:54+00:00, Verify lozenge percent correct, UNFINISHED
BT32, brushing, 2018-10-28T02:08:57+00:00, 2018-10-28T02:08:57+00:00, Verify did not lose track of items while brushing,
BT33, brushing, 2018-10-28T02:08:59+00:00, 2018-10-28T02:09:00+00:00, Verify correctly evaluated routine,
BT50, brushing, 2018-10-28T02:09:07+00:00, 2018-10-28T02:09:08+00:00, Box put away,
BT60, brushing, 2018-10-28T02:09:16+00:00, 2018-10-28T02:27:00+00:00, Sensory awareness (or Aux),
BT70, brushing, 2018-10-28T02:27:05+00:00, 2018-10-28T02:37:34+00:00, NVC Practice (or Aux), UNFINISHED
BT80, brushing, 2018-10-28T02:38:16+00:00, 2018-10-28T02:38:17+00:00, Accomplishment Log, UNFINISHED
BT90, brushing, 2018-10-28T02:38:19+00:00, 2018-10-28T02:38:20+00:00, Task (1 hr), UNFINISHED
BT-5, brushing, 2018-10-28T09:58:05+00:00, 2018-10-28T09:58:05+00:00, Verify finished last run of routine, UNFINISHED
BT00, brushing, 2018-10-28T09:59:45+00:00, 2018-10-28T09:59:47+00:00, Information task: 1 min, UNFINISHED
BT10, brushing, 2018-10-28T09:59:48+00:00, 2018-10-28T10:10:38+00:00, Toothpaste / Flossing / Fluoride attempt correct,
BT11, brushing, 2018-10-28T10:13:05+00:00, 2018-10-28T10:20:31+00:00, Lozenge measured before cut or started with it cut,
BT40, brushing, 2018-10-28T10:20:34+00:00, 2018-10-28T10:21:35+00:00, Eye lubricant,
BT17, brushing, 2018-10-28T10:21:39+00:00, 2018-10-28T10:24:55+00:00, Data transfer re: airgapped phone: 1 min,
BT18, brushing, 2018-10-28T10:24:59+00:00, 2018-10-28T10:31:57+00:00, Have started current routine or no current routine,
BT19, brushing, 2018-10-28T10:31:59+00:00, 2018-10-28T10:32:03+00:00, Measure and dose lozenge percent,
BT13, brushing, 2018-10-28T10:32:05+00:00, 2018-10-28T10:40:50+00:00, Address 1 responsibility; at least communicate with other parties involved (or 2 min EEG if Aux),
BT15, brushing, 2018-10-28T10:40:52+00:00, 2018-10-28T10:44:18+00:00, N2 scheduling etc work: 2 min,
BT19B, brushing, 2018-10-28T10:44:20+00:00, 2018-10-28T10:45:00+00:00, Finalize lozenge percent,
BT20, brushing, 2018-10-28T10:45:02+00:00, 2018-10-28T10:49:52+00:00, Brush Teeth,
BT-5, brushing, 2018-10-28T15:09:41+00:00, 2018-10-28T15:09:42+00:00, Verify finished last run of routine, UNFINISHED
BT00, brushing, 2018-10-28T15:09:47+00:00, 2018-10-28T15:12:47+00:00, Information task: 1 min,
BT10, brushing, 2018-10-28T15:12:51+00:00, 2018-10-28T15:12:55+00:00, Toothpaste / Flossing / Fluoride attempt correct,
BT11, brushing, 2018-10-28T15:12:57+00:00, 2018-10-28T15:14:00+00:00, Lozenge measured before cut or started with it cut,
BT40, brushing, 2018-10-28T15:14:01+00:00, 2018-10-28T15:14:49+00:00, Eye lubricant,
BT17, brushing, 2018-10-28T15:14:51+00:00, 2018-10-28T15:16:54+00:00, Data transfer re: airgapped phone: 1 min,
BT18, brushing, 2018-10-28T15:16:57+00:00, 2018-10-28T15:16:58+00:00, Have started current routine or no current routine,
BT19, brushing, 2018-10-28T15:17:00+00:00, 2018-10-28T15:20:26+00:00, Measure and dose lozenge percent, UNFINISHED
BT13, brushing, 2018-10-28T15:20:31+00:00, 2018-10-28T15:23:33+00:00, Address 1 responsibility; at least communicate with other parties involved (or 2 min EEG if Aux),
BT15, brushing, 2018-10-28T15:23:35+00:00, 2018-10-28T15:26:54+00:00, N2 scheduling etc work: 2 min,
BT19A, brushing, 2018-10-28T15:27:01+00:00, 2018-10-28T15:30:42+00:00, About to brush begin dispenser,
BT19B, brushing, 2018-10-28T15:30:43+00:00, 2018-10-28T15:30:53+00:00, Finalize lozenge percent,
BT20, brushing, 2018-10-28T15:30:54+00:00, 2018-10-28T15:36:37+00:00, Brush Teeth,
BT25, brushing, 2018-10-28T15:36:40+00:00, 2018-10-28T15:40:36+00:00, Review list and concept of present concerns (include ref to old concerns),
BT30, brushing, 2018-10-28T15:40:40+00:00, 2018-10-28T15:40:41+00:00, Verify Toothpaste / Flossing / Fluoride attempt correct, UNFINISHED
BT31, brushing, 2018-10-28T15:40:54+00:00, 2018-10-28T15:41:11+00:00, Verify lozenge percent correct,
BT32, brushing, 2018-10-28T15:41:13+00:00, 2018-10-28T15:42:39+00:00, Verify did not lose track of items while brushing,
BT33, brushing, 2018-10-28T15:42:42+00:00, 2018-10-28T15:42:42+00:00, Verify correctly evaluated routine,
BT50, brushing, 2018-10-28T15:42:44+00:00, 2018-10-28T15:44:07+00:00, Box put away,
BT60, brushing, 2018-10-28T15:44:09+00:00, 2018-10-28T15:44:10+00:00, Sensory awareness (or Aux), UNFINISHED
BT70, brushing, 2018-10-28T15:44:12+00:00, 2018-10-28T15:44:13+00:00, NVC Practice (or Aux), UNFINISHED
BT80, brushing, 2018-10-28T15:44:15+00:00, 2018-10-28T15:44:16+00:00, Accomplishment Log, UNFINISHED
BT90, brushing, 2018-10-28T15:44:18+00:00, 2018-10-28T15:44:19+00:00, Task (1 hr), UNFINISHED
BT00, brushing, 2018-10-28T17:55:15+00:00, 2018-10-28T17:57:13+00:00, Information task: 1 min,
BT10, brushing, 2018-10-28T17:57:15+00:00, 2018-10-28T18:02:56+00:00, Toothpaste / Flossing / Fluoride attempt correct,
BT11, brushing, 2018-10-28T18:02:58+00:00, 2018-10-28T18:04:24+00:00, Lozenge measured before cut or started with it cut,
BT40, brushing, 2018-10-28T18:04:26+00:00, 2018-10-28T18:05:11+00:00, Eye lubricant,
BT17, brushing, 2018-10-28T18:05:13+00:00, 2018-10-28T18:09:33+00:00, Data transfer re: airgapped phone: 1 min,
BT18, brushing, 2018-10-28T18:09:40+00:00, 2018-10-28T18:09:41+00:00, Have started current routine or no current routine,
BT19, brushing, 2018-10-28T18:09:45+00:00, 2018-10-28T18:12:22+00:00, Measure and dose lozenge percent,
BT13, brushing, 2018-10-28T18:12:24+00:00, 2018-10-28T18:37:50+00:00, Address 1 responsibility; at least communicate with other parties involved (or 2 min EEG if Aux),
BT15, brushing, 2018-10-28T18:37:54+00:00, 2018-10-28T18:38:28+00:00, N2 scheduling etc work: 2 min,
BT19A, brushing, 2018-10-28T18:40:51+00:00, 2018-10-28T18:42:42+00:00, About to brush begin dispenser,
BT20, brushing, 2018-10-28T18:42:54+00:00, 2018-10-28T18:46:30+00:00, Brush Teeth,
BT25, brushing, 2018-10-28T18:46:33+00:00, 2018-10-28T18:52:28+00:00, Review list and concept of present concerns (include ref to old concerns),
BT30, brushing, 2018-10-28T18:52:32+00:00, 2018-10-28T18:52:34+00:00, Verify Toothpaste / Flossing / Fluoride attempt correct,
BT31, brushing, 2018-10-28T18:52:37+00:00, 2018-10-28T18:52:38+00:00, Verify lozenge percent correct,
BT32, brushing, 2018-10-28T18:52:42+00:00, 2018-10-28T18:52:47+00:00, Verify did not lose track of items while brushing, UNFINISHED
BT33, brushing, 2018-10-28T18:53:03+00:00, 2018-10-28T18:53:04+00:00, Verify correctly evaluated routine,
BT50, brushing, 2018-10-28T18:53:05+00:00, 2018-10-28T21:04:22+00:00, Box put away,
BT-5, brushing, 2018-10-28T21:05:00+00:00, 2018-10-28T21:05:02+00:00, Verify finished last run of routine, UNFINISHED
BT00, brushing, 2018-10-28T21:05:10+00:00, 2018-10-28T21:06:06+00:00, Information task: 1 min, UNFINISHED
BT10, brushing, 2018-10-28T21:06:09+00:00, 2018-10-28T21:06:10+00:00, Toothpaste / Flossing / Fluoride attempt correct, UNFINISHED
BT11, brushing, 2018-10-28T21:06:11+00:00, 2018-10-28T21:06:12+00:00, Lozenge measured before cut or started with it cut, UNFINISHED
BT40, brushing, 2018-10-28T21:06:13+00:00, 2018-10-28T21:06:14+00:00, Eye lubricant, UNFINISHED
BT17, brushing, 2018-10-28T21:06:15+00:00, 2018-10-28T21:06:17+00:00, Data transfer re: airgapped phone: 1 min, UNFINISHED
BT18, brushing, 2018-10-29T14:05:58+00:00, 2018-10-29T14:05:59+00:00, Have started current routine or no current routine,
BT19, brushing, 2018-10-29T14:06:01+00:00, 2018-10-29T14:07:48+00:00, Measure and dose lozenge percent,
BT13, brushing, 2018-10-29T14:07:53+00:00, 2018-10-29T14:09:26+00:00, Address 1 responsibility; at least communicate with other parties involved (or 2 min EEG if Aux), UNFINISHED
BT15, brushing, 2018-10-29T14:09:31+00:00, 2018-10-29T14:11:58+00:00, N2 scheduling etc work: 2 min,
BT19A, brushing, 2018-10-29T14:12:06+00:00, 2018-10-29T14:13:20+00:00, About to brush begin dispenser,
BT19B, brushing, 2018-10-29T14:13:22+00:00, 2018-10-29T14:13:45+00:00, Finalize lozenge percent,
BT20, brushing, 2018-10-29T14:13:47+00:00, 2018-10-29T17:41:47+00:00, Brush Teeth, UNFINISHED
BT-5, brushing, 2018-10-29T17:41:52+00:00, 2018-10-29T17:41:52+00:00, Verify finished last run of routine, UNFINISHED
BT00, brushing, 2018-10-29T17:41:55+00:00, 2018-10-29T17:43:41+00:00, Information task: 1 min,
BT10, brushing, 2018-10-29T17:43:43+00:00, 2018-10-29T17:43:47+00:00, Toothpaste / Flossing / Fluoride attempt correct,
BT11, brushing, 2018-10-29T17:43:50+00:00, 2018-10-29T17:43:51+00:00, Lozenge measured before cut or started with it cut,
BT40, brushing, 2018-10-29T17:44:13+00:00, 2018-10-29T17:45:15+00:00, Eye lubricant,
BT17, brushing, 2018-10-29T17:45:17+00:00, 2018-10-29T17:46:32+00:00, Data transfer re: airgapped phone: 1 min,
BT18, brushing, 2018-10-29T17:46:39+00:00, 2018-10-29T17:46:40+00:00, Have started current routine or no current routine, UNFINISHED
BT19, brushing, 2018-10-29T17:46:43+00:00, 2018-10-29T17:47:28+00:00, Measure and dose lozenge percent,
BT13, brushing, 2018-10-29T17:47:32+00:00, 2018-10-29T18:00:15+00:00, Address 1 responsibility; at least communicate with other parties involved (or 2 min EEG if Aux),
BT15, brushing, 2018-10-29T18:00:17+00:00, 2018-10-29T18:09:02+00:00, N2 scheduling etc work: 2 min,
BT19A, brushing, 2018-10-29T18:09:06+00:00, 2018-10-29T18:09:57+00:00, About to brush begin dispenser,
BT19B, brushing, 2018-10-29T18:10:00+00:00, 2018-10-29T18:10:14+00:00, Finalize lozenge percent,
BT20, brushing, 2018-10-29T18:10:15+00:00, 2018-10-29T18:20:47+00:00, Brush Teeth,
BT25, brushing, 2018-10-29T18:20:51+00:00, 2018-10-29T18:22:40+00:00, Review list and concept of present concerns (include ref to old concerns),
BT-5, brushing, 2018-10-30T22:18:57+00:00, 2018-10-30T22:18:58+00:00, Verify finished last run of routine, UNFINISHED
BT00, brushing, 2018-10-30T22:19:03+00:00, 2018-10-30T22:19:04+00:00, Information task: 1 min, UNFINISHED
BT10, brushing, 2018-10-30T22:19:06+00:00, 2018-10-30T22:19:08+00:00, Toothpaste / Flossing / Fluoride attempt correct, UNFINISHED
BT11, brushing, 2018-10-30T22:19:10+00:00, 2018-10-30T22:19:11+00:00, Lozenge measured before cut or started with it cut, UNFINISHED
BT40, brushing, 2018-10-30T22:19:13+00:00, 2018-10-30T22:19:15+00:00, Eye lubricant, UNFINISHED
BT17, brushing, 2018-10-30T22:19:16+00:00, 2018-10-30T22:19:18+00:00, Data transfer re: airgapped phone: 1 min, UNFINISHED
BT18, brushing, 2018-10-30T22:19:21+00:00, 2018-10-30T22:19:21+00:00, Have started current routine or no current routine,
BT19, brushing, 2018-10-30T22:19:38+00:00, 2018-10-30T22:22:39+00:00, Measure and dose lozenge percent,
BT13, brushing, 2018-10-30T22:22:46+00:00, 2018-10-30T22:43:06+00:00, Address 1 responsibility; at least communicate with other parties involved (or 2 min EEG if Aux),
BT15, brushing, 2018-10-30T22:43:09+00:00, 2018-10-30T22:48:44+00:00, N2 scheduling etc work: 2 min,
BT19A, brushing, 2018-10-30T22:48:48+00:00, 2018-10-30T22:51:34+00:00, About to brush begin dispenser,
BT19B, brushing, 2018-10-30T22:51:37+00:00, 2018-10-30T22:51:49+00:00, Finalize lozenge percent,
BT20, brushing, 2018-10-30T22:51:51+00:00, 2018-10-30T22:55:24+00:00, Brush Teeth,
BT25, brushing, 2018-10-30T23:00:37+00:00, 2018-10-30T23:00:38+00:00, Review list and concept of present concerns (include ref to old concerns),
BT30, brushing, 2018-10-30T23:00:41+00:00, 2018-10-30T23:00:43+00:00, Verify Toothpaste / Flossing / Fluoride attempt correct, UNFINISHED
BT31, brushing, 2018-10-30T23:00:47+00:00, 2018-10-30T23:00:57+00:00, Verify lozenge percent correct,
BT32, brushing, 2018-10-30T23:01:03+00:00, 2018-10-30T23:01:04+00:00, Verify did not lose track of items while brushing, UNFINISHED
BT33, brushing, 2018-10-30T23:01:06+00:00, 2018-10-30T23:01:07+00:00, Verify correctly evaluated routine, UNFINISHED
BT50, brushing, 2018-10-30T23:01:10+00:00, 2018-10-30T23:02:34+00:00, Box put away,
BT60, brushing, 2018-10-30T23:02:37+00:00, 2018-10-30T23:21:46+00:00, Sensory awareness (or Aux),
BT70, brushing, 2018-10-30T23:21:48+00:00, 2018-10-30T23:30:19+00:00, NVC Practice (or Aux),
BT80, brushing, 2018-10-30T23:30:21+00:00, 2018-10-30T23:32:30+00:00, Accomplishment Log,
BT90, brushing, 2018-10-30T23:32:33+00:00, 2018-10-31T00:36:48+00:00, Task (1 hr),
BT-5, brushing, 2018-10-31T00:37:38+00:00, 2018-10-31T00:37:39+00:00, Verify finished last run of routine,
BT00, brushing, 2018-10-31T00:38:05+00:00, 2018-10-31T00:39:44+00:00, Information task: 1 min,
BT10, brushing, 2018-10-31T00:39:45+00:00, 2018-10-31T00:45:37+00:00, Toothpaste / Flossing / Fluoride attempt correct,
BT40, brushing, 2018-10-31T00:46:13+00:00, 2018-10-31T00:46:54+00:00, Eye lubricant,
BT17, brushing, 2018-10-31T00:46:56+00:00, 2018-10-31T00:48:10+00:00, Data transfer re: airgapped phone: 1 min,
BT18, brushing, 2018-10-31T00:48:13+00:00, 2018-10-31T00:51:33+00:00, Have started current routine or no current routine,
BT19, brushing, 2018-10-31T00:51:47+00:00, 2018-10-31T00:53:05+00:00, Measure and dose lozenge percent,
BT13, brushing, 2018-10-31T00:53:11+00:00, 2018-10-31T00:56:52+00:00, Address 1 responsibility; at least communicate with other parties involved (or 2 min EEG if Aux),
BT15, brushing, 2018-10-31T00:56:54+00:00, 2018-10-31T01:00:51+00:00, N2 scheduling etc work: 2 min,
BT19A, brushing, 2018-10-31T01:00:53+00:00, 2018-10-31T01:08:56+00:00, About to brush begin dispenser,
BT19B, brushing, 2018-10-31T01:08:58+00:00, 2018-10-31T01:09:32+00:00, Finalize lozenge percent,
BT20, brushing, 2018-10-31T01:09:34+00:00, 2018-10-31T01:12:58+00:00, Brush Teeth,
BT25, brushing, 2018-10-31T01:13:01+00:00, 2018-10-31T01:15:46+00:00, Review list and concept of present concerns (include ref to old concerns),
BT30, brushing, 2018-10-31T01:15:49+00:00, 2018-10-31T01:15:50+00:00, Verify Toothpaste / Flossing / Fluoride attempt correct,
BT31, brushing, 2018-10-31T01:15:52+00:00, 2018-10-31T01:15:53+00:00, Verify lozenge percent correct,
BT32, brushing, 2018-10-31T01:15:55+00:00, 2018-10-31T01:15:58+00:00, Verify did not lose track of items while brushing,
BT33, brushing, 2018-10-31T01:16:00+00:00, 2018-10-31T01:16:00+00:00, Verify correctly evaluated routine,
BT50, brushing, 2018-10-31T01:16:02+00:00, 2018-10-31T01:17:42+00:00, Box put away,
BT60, brushing, 2018-10-31T01:17:46+00:00, 2018-10-31T01:17:46+00:00, Sensory awareness (or Aux),
BT70, brushing, 2018-10-31T01:17:49+00:00, 2018-10-31T01:17:50+00:00, NVC Practice (or Aux),
BT80, brushing, 2018-10-31T01:17:54+00:00, 2018-10-31T01:17:55+00:00, Accomplishment Log, UNFINISHED
BT90, brushing, 2018-10-31T01:17:57+00:00, 2018-10-31T01:55:57+00:00, Task (1 hr), UNFINISHED
BT-5, brushing, 2018-10-31T14:10:06+00:00, 2018-10-31T14:10:06+00:00, Verify finished last run of routine, UNFINISHED
BT00, brushing, 2018-10-31T14:10:37+00:00, 2018-10-31T14:12:00+00:00, Information task: 1 min,
BT10, brushing, 2018-10-31T14:12:03+00:00, 2018-10-31T19:21:25+00:00, Toothpaste / Flossing / Fluoride attempt correct,
BT40, brushing, 2018-10-31T19:21:26+00:00, 2018-10-31T19:22:45+00:00, Eye lubricant,
BT17, brushing, 2018-10-31T19:22:48+00:00, 2018-10-31T19:31:51+00:00, Data transfer re: airgapped phone: 1 min,
BT18, brushing, 2018-10-31T19:31:55+00:00, 2018-10-31T19:31:57+00:00, Have started current routine or no current routine,
BT19, brushing, 2018-10-31T19:31:59+00:00, 2018-10-31T20:41:13+00:00, Measure and dose lozenge percent,
BT13, brushing, 2018-10-31T20:41:16+00:00, 2018-10-31T20:41:17+00:00, Address 1 responsibility; at least communicate with other parties involved (or 2 min EEG if Aux), UNFINISHED
BT15, brushing, 2018-10-31T20:41:25+00:00, 2018-10-31T20:44:23+00:00, N2 scheduling etc work: 2 min,
BT19A, brushing, 2018-10-31T20:44:46+00:00, 2018-10-31T20:45:11+00:00, About to brush begin dispenser, UNFINISHED
BT19B, brushing, 2018-10-31T20:45:31+00:00, 2018-10-31T20:45:54+00:00, Finalize lozenge percent,
BT20, brushing, 2018-10-31T20:45:55+00:00, 2018-10-31T20:48:51+00:00, Brush Teeth,
BT25, brushing, 2018-10-31T20:48:54+00:00, 2018-10-31T20:56:13+00:00, Review list and concept of present concerns (include ref to old concerns),
BT30, brushing, 2018-10-31T20:56:17+00:00, 2018-10-31T20:56:21+00:00, Verify Toothpaste / Flossing / Fluoride attempt correct,
BT31, brushing, 2018-10-31T20:56:23+00:00, 2018-10-31T20:56:39+00:00, Verify lozenge percent correct,
BT32, brushing, 2018-10-31T20:56:45+00:00, 2018-10-31T20:58:12+00:00, Verify did not lose track of items while brushing, UNFINISHED
BT33, brushing, 2018-10-31T20:58:38+00:00, 2018-10-31T20:58:40+00:00, Verify correctly evaluated routine,
BT50, brushing, 2018-10-31T20:58:42+00:00, 2018-10-31T20:59:27+00:00, Box put away,
BT60, brushing, 2018-10-31T20:59:28+00:00, 2018-10-31T20:59:29+00:00, Sensory awareness (or Aux), UNFINISHED
BT70, brushing, 2018-10-31T20:59:32+00:00, 2018-10-31T20:59:32+00:00, NVC Practice (or Aux), UNFINISHED
BT80, brushing, 2018-10-31T20:59:34+00:00, 2018-10-31T20:59:35+00:00, Accomplishment Log, UNFINISHED
BT90, brushing, 2018-10-31T20:59:37+00:00, 2018-10-31T20:59:37+00:00, Task (1 hr), UNFINISHED
BT-5, brushing, 2018-11-01T12:07:29+00:00, 2018-11-01T12:07:30+00:00, Verify finished last run of routine, UNFINISHED
BT00, brushing, 2018-11-01T12:07:33+00:00, 2018-11-01T12:21:09+00:00, Information task: 1 min,
BT10, brushing, 2018-11-01T12:28:03+00:00, 2018-11-01T12:33:48+00:00, Toothpaste / Flossing / Fluoride attempt correct,
BT40, brushing, 2018-11-01T12:33:50+00:00, 2018-11-01T12:35:48+00:00, Eye lubricant,
